,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
14398,Y,432740,0,704.0,840902.0,5.0,1,1,6524.03,16.5,63.0,10,0,27721,763994.0,0.0,0.0
14399,Y,57904,0,672.0,1207602.0,4.0,0,0,20730.71,16.5,19.0,8,0,33326,470536.0,0.0,0.0
14400,Y,180268,0,685.0,778392.0,1.0,0,3,14983.97,16.0,73.0,9,0,603364,818092.0,0.0,0.0
14401,Y,435072,0,742.0,1221168.0,10.0,0,0,6797.82,15.8,58.0,12,0,226936,648802.0,0.0,0.0
14402,N,178024,0,7360.0,730303.0,0.0,1,0,11380.62,16.4,41.0,13,1,326078,527340.0,1.0,0.0
14403,Y,786412,0,723.0,4851175.0,2.0,2,0,12046.95,9.9,9.0,10,0,273524,1486936.0,0.0,0.0
14404,N,615824,1,732.0,1842449.0,5.0,1,0,20113.4,39.6,16.0,19,0,510872,2240656.0,0.0,0.0
14405,Y,211574,0,738.0,470915.0,1.0,1,0,6278.74,12.1,77.0,6,0,137883,403172.0,0.0,0.0
14406,Y,529694,0,741.0,2287296.0,4.0,0,0,22301.06,26.5,7.0,9,0,187454,346742.0,0.0,0.0
14407,Y,525338,1,597.0,1027235.0,10.0,1,0,18575.73,17.5,12.0,11,0,414884,524458.0,0.0,0.0
14408,Y,179476,0,738.0,833093.0,1.0,0,0,22979.55,47.4,51.0,9,1,144780,222046.0,1.0,0.0
14409,N,539660,1,733.0,2077935.0,8.0,0,0,36537.0,26.7,39.0,10,0,642219,975876.0,0.0,0.0
14410,Y,99999999,0,734.0,1258845.0,0.0,0,0,29792.38,31.1,23.0,7,0,355395,457248.0,0.0,0.0
14411,Y,399388,0,708.0,3160631.0,6.0,2,0,56627.79,20.5,1.0,11,0,334286,528066.0,0.0,0.0
14412,Y,407726,0,698.0,2431715.0,10.0,2,0,42960.33,19.8,54.0,12,3,19266,2028070.0,3.0,0.0
14413,N,652234,1,647.0,1258218.0,10.0,2,0,26212.97,27.5,11.0,12,0,358549,575828.0,0.0,0.0
14414,Y,210518,0,741.0,1722483.0,2.0,0,0,32483.16,14.5,47.0,20,0,271890,855470.0,0.0,0.0
14415,Y,443784,1,692.0,996493.0,0.0,1,0,14316.31,19.6,18.0,8,0,374053,576730.0,0.0,0.0
14416,Y,204270,0,715.0,1430415.0,10.0,0,0,21098.55,18.6,25.0,13,1,80921,145728.0,0.0,1.0
14417,Y,179300,0,738.0,387106.0,4.0,1,4,1529.12,9.9,33.0,6,0,33763,291676.0,0.0,0.0
14418,Y,235554,0,721.0,1937430.0,5.0,0,0,8266.52,29.8,3.0,14,0,292733,891968.0,0.0,0.0
14419,N,337920,1,668.0,739328.0,8.0,1,0,12260.51,13.9,20.0,8,0,230451,367048.0,0.0,0.0
14420,Y,99999999,1,725.0,1344763.0,1.0,1,0,22972.9,14.0,33.0,19,0,601559,1561736.0,0.0,0.0
14421,N,241846,0,7330.0,770032.0,2.0,0,0,17069.03,16.5,16.0,15,1,91903,374704.0,1.0,0.0
14422,N,55594,0,661.0,681853.0,3.0,0,5,18296.24,17.8,9.0,14,0,213180,493680.0,0.0,0.0
14423,Y,164978,0,719.0,931190.0,7.0,2,0,5012.96,16.4,11.0,7,0,62301,108460.0,0.0,0.0
14424,Y,148192,0,746.0,1298346.0,10.0,0,5,20124.42,22.3,59.0,10,0,206891,356466.0,0.0,0.0
14425,N,314402,0,7040.0,756884.0,2.0,0,0,21571.27,11.0,41.0,13,0,236227,330748.0,0.0,0.0
14426,Y,216854,1,687.0,842783.0,10.0,0,0,20999.18,14.5,31.0,8,0,171380,325314.0,0.0,0.0
14427,Y,99999999,0,730.0,1742471.0,5.0,0,0,19893.19,31.9,48.0,12,0,442225,925936.0,0.0,0.0
14428,Y,99999999,0,744.0,546478.0,10.0,0,0,6512.25,37.5,7.0,12,0,316730,1107986.0,0.0,0.0
14429,Y,361570,1,679.0,1022333.0,5.0,0,0,12608.59,10.5,18.0,12,0,37012,88176.0,0.0,0.0
14430,Y,429440,1,694.0,2039840.0,8.0,0,2,49296.07,22.5,9.0,11,0,161196,253264.0,0.0,0.0
14431,Y,99999999,1,679.0,2362194.0,4.0,0,4,31417.07,20.7,6.0,10,0,1046577,1451274.0,0.0,0.0
14432,Y,229658,0,704.0,1208951.0,10.0,0,0,20955.1,25.1,19.0,12,0,176453,380468.0,0.0,0.0
14433,N,629530,0,665.0,1927930.0,10.0,0,9,27473.05,26.6,40.0,18,0,379449,953084.0,0.0,0.0
14434,Y,304392,1,744.0,2065547.0,1.0,0,0,22032.4,17.6,61.0,16,0,432573,1047882.0,0.0,0.0
14435,Y,41096,0,722.0,1531989.0,9.0,1,5,18511.32,13.1,28.0,17,0,103588,596772.0,0.0,0.0
14436,N,415800,1,691.0,841662.0,10.0,0,0,2356.57,13.5,54.0,6,1,66804,134288.0,1.0,0.0
14437,N,495792,1,693.0,2065756.0,10.0,0,0,19624.72,17.5,7.0,6,0,173204,239316.0,0.0,0.0
14438,Y,59928,0,729.0,1696301.0,5.0,0,2,16001.8,18.8,22.0,11,0,543514,712712.0,0.0,0.0
14439,Y,131670,0,715.0,625442.0,2.0,2,0,5003.46,19.0,68.0,8,0,211888,344586.0,0.0,0.0
14440,Y,513238,0,705.0,2596426.0,4.0,0,2,18694.29,32.4,61.0,12,0,116793,198858.0,0.0,0.0
14441,Y,141130,0,722.0,476102.0,3.0,1,0,10394.71,14.7,67.0,9,3,126426,201652.0,0.0,0.0
14442,Y,65010,0,743.0,449122.0,2.0,1,1,5838.51,20.6,57.0,5,0,32756,103906.0,0.0,0.0
14443,Y,99999999,0,708.0,1159380.0,5.0,1,1,811.49,22.5,8.0,5,0,29165,67122.0,0.0,0.0
14444,Y,110264,0,740.0,2570909.0,5.0,0,2,28708.43,18.0,16.0,13,0,370215,529210.0,0.0,0.0
14445,Y,269412,1,737.0,3974857.0,8.0,0,0,39748.57,23.5,39.0,12,0,87818,376596.0,0.0,0.0
14446,Y,220660,0,749.0,952850.0,10.0,2,0,23265.31,15.1,12.0,13,0,187549,432586.0,0.0,0.0
14447,Y,173426,0,751.0,1013175.0,7.0,0,0,3934.52,14.9,46.0,7,0,30875,75900.0,0.0,0.0
14448,Y,160006,0,716.0,622839.0,10.0,1,0,20761.3,19.4,68.0,9,1,275177,430562.0,1.0,0.0
14449,Y,202268,0,742.0,1067477.0,1.0,1,0,10318.9,14.0,36.0,6,0,163552,303490.0,0.0,0.0
14450,Y,441980,1,721.0,1431422.0,2.0,1,0,18369.77,15.1,63.0,8,0,410780,556952.0,0.0,0.0
14451,Y,283998,0,737.0,920702.0,7.0,0,0,20869.41,29.2,8.0,14,0,218291,351538.0,0.0,0.0
14452,N,306152,0,7390.0,887262.0,10.0,0,0,18262.99,30.2,13.0,14,0,415739,951346.0,0.0,0.0
14453,Y,405064,1,660.0,1360457.0,10.0,1,0,15645.17,20.7,19.0,6,0,126768,198110.0,0.0,0.0
14454,Y,130218,0,731.0,1218337.0,10.0,0,0,21219.2,18.7,10.0,10,0,140866,256036.0,0.0,0.0
14455,Y,217294,0,742.0,1501304.0,5.0,1,0,18391.05,12.4,34.0,9,0,233567,471152.0,0.0,0.0
14456,N,221386,1,6180.0,898624.0,10.0,0,1,15576.2,16.5,31.0,10,0,129352,190300.0,0.0,0.0
14457,N,400356,1,669.0,1046007.0,10.0,0,0,23535.11,23.0,49.0,14,0,152969,403480.0,0.0,0.0
14458,Y,105094,0,723.0,847647.0,10.0,2,0,18789.67,17.1,26.0,21,0,255360,613426.0,0.0,0.0
14459,Y,193974,0,720.0,576042.0,3.0,1,0,15073.08,11.9,54.0,5,0,94031,133430.0,0.0,0.0
14460,Y,429220,1,659.0,1476186.0,10.0,0,0,33214.09,22.9,15.0,16,0,324843,564740.0,0.0,0.0
14461,Y,142010,0,747.0,1437255.0,5.0,1,1,16133.28,16.6,60.0,11,0,135660,421124.0,0.0,0.0
14462,Y,237864,1,695.0,951045.0,3.0,1,1,9890.83,14.7,55.0,7,0,0,0.0,0.0,0.0
14463,Y,761222,1,659.0,1596589.0,2.0,2,0,23283.55,26.0,15.0,10,0,1339595,2629000.0,0.0,0.0
14464,N,175494,0,737.0,866571.0,5.0,0,0,20436.97,22.6,38.0,14,0,140125,334532.0,0.0,0.0
14465,Y,312334,0,728.0,1310221.0,9.0,1,0,13320.52,28.2,12.0,10,0,239400,397144.0,0.0,0.0
14466,Y,110220,0,749.0,1237470.0,0.0,1,1,10817.65,37.2,47.0,7,0,83828,591844.0,0.0,0.0
14467,Y,99999999,0,739.0,4057032.0,3.0,0,0,64236.34,16.7,37.0,11,0,700853,1064998.0,0.0,0.0
14468,Y,316954,0,707.0,1635672.0,10.0,0,0,24126.2,22.0,25.0,9,0,109820,180378.0,0.0,0.0
14469,Y,671814,1,712.0,1992036.0,3.0,0,0,20086.23,16.9,61.0,9,0,367878,548944.0,0.0,0.0
14470,Y,22462,0,701.0,777594.0,10.0,1,1,18208.46,31.4,45.0,16,0,208069,433334.0,0.0,0.0
14471,Y,160050,0,723.0,1247844.0,8.0,0,0,33275.84,9.7,37.0,13,0,179018,345488.0,0.0,0.0
14472,Y,297176,1,721.0,722437.0,10.0,0,0,7465.29,16.6,51.0,8,0,68381,321882.0,0.0,0.0
14473,Y,257400,1,705.0,886977.0,7.0,0,0,13896.03,23.1,41.0,8,0,325185,416064.0,0.0,0.0
14474,Y,283404,0,717.0,952375.0,2.0,0,0,10952.36,11.7,73.0,10,0,208069,398882.0,0.0,0.0
14475,N,328482,0,746.0,1117998.0,5.0,1,0,24409.68,14.4,34.0,16,0,144495,808302.0,0.0,0.0
14476,Y,99999999,0,746.0,2167083.0,9.0,1,0,21490.33,16.8,68.0,11,1,353343,870518.0,0.0,1.0
14477,Y,768306,0,713.0,2995388.0,10.0,0,0,18346.78,14.7,3.0,11,0,188423,432036.0,0.0,0.0
14478,N,541420,1,7110.0,1776842.0,2.0,0,0,27689.27,16.9,6.0,17,1,174021,324984.0,0.0,0.0
14479,Y,674718,1,675.0,3884740.0,0.0,0,2,10327.07,15.8,46.0,28,0,36214,153010.0,0.0,0.0
14480,Y,99999999,0,712.0,1577703.0,1.0,0,0,17617.56,38.0,22.0,12,0,161937,363396.0,0.0,0.0
14481,Y,502898,1,654.0,1433740.0,2.0,0,0,19355.49,14.5,25.0,17,0,293455,601392.0,0.0,0.0
14482,Y,99999999,1,718.0,1153851.0,10.0,1,0,20961.56,9.2,16.0,8,0,106837,185196.0,0.0,0.0
14483,Y,179784,0,725.0,1843817.0,10.0,0,0,11662.2,23.1,11.0,12,0,153672,424666.0,0.0,0.0
14484,Y,99999999,0,722.0,1642170.0,5.0,0,0,39138.48,18.7,64.0,8,0,317832,389840.0,0.0,0.0
14485,Y,99999999,0,740.0,2287524.0,4.0,0,0,21731.44,15.0,49.0,5,0,408538,481228.0,0.0,0.0
14486,Y,127204,0,714.0,514482.0,3.0,2,0,13033.43,16.0,16.0,7,1,68704,175582.0,1.0,0.0
14487,Y,455114,0,703.0,1112412.0,2.0,1,1,19096.33,17.0,16.0,13,0,12426,92202.0,0.0,0.0
14488,Y,99999999,0,742.0,1511640.0,6.0,0,2,15872.22,13.5,35.0,5,0,307173,708488.0,0.0,0.0
14489,Y,266200,1,698.0,1283564.0,10.0,0,3,6642.59,19.8,45.0,4,0,96862,122056.0,0.0,0.0
14490,N,113454,0,7140.0,1009109.0,6.0,1,4,11604.82,15.4,43.0,11,0,244036,457974.0,0.0,0.0
14491,Y,99999999,0,733.0,1132818.0,9.0,1,0,28131.59,22.2,68.0,15,0,590007,1070784.0,0.0,0.0
14492,Y,150128,0,714.0,377549.0,4.0,2,1,4499.2,10.7,24.0,6,0,26581,33132.0,0.0,0.0
14493,Y,336270,1,605.0,843125.0,2.0,0,0,19532.19,15.9,23.0,7,0,147288,364408.0,0.0,0.0
14494,Y,99999999,0,747.0,1378393.0,10.0,0,0,7190.74,38.7,12.0,9,0,250306,645480.0,0.0,0.0
14495,Y,532752,1,663.0,1346663.0,10.0,1,0,21995.35,14.5,19.0,10,0,241034,385484.0,0.0,0.0
14496,Y,109648,0,711.0,653695.0,1.0,1,2,1078.63,10.3,9.0,6,0,12027,122232.0,0.0,0.0
14497,N,335676,0,747.0,773072.0,4.0,1,0,15783.68,20.4,61.0,7,0,112575,214742.0,0.0,0.0
14498,Y,777392,1,735.0,4795600.0,3.0,1,0,44359.3,22.0,16.0,17,0,799596,1400674.0,0.0,0.0
14499,Y,99999999,1,721.0,1580762.0,1.0,1,0,22921.03,12.7,70.0,6,1,189848,380974.0,1.0,0.0
14500,Y,205876,0,739.0,879700.0,10.0,0,0,5505.44,21.5,10.0,10,0,167124,565818.0,0.0,0.0
14501,Y,222464,0,737.0,999058.0,0.0,1,0,7018.41,14.6,61.0,11,0,223383,503228.0,0.0,0.0
14502,N,515746,1,709.0,2319900.0,2.0,1,0,31512.07,16.2,53.0,6,0,352887,565158.0,0.0,0.0
14503,N,210958,0,741.0,892012.0,10.0,1,0,11744.85,14.2,74.0,14,0,367308,891594.0,0.0,0.0
14504,Y,129118,0,744.0,929290.0,3.0,0,0,12700.17,20.1,78.0,12,0,247646,660682.0,0.0,0.0
14505,N,304832,1,729.0,940215.0,10.0,1,0,15670.25,23.7,15.0,15,0,309643,771056.0,0.0,0.0
14506,N,224664,1,724.0,970140.0,8.0,0,0,11803.37,23.9,72.0,9,0,0,0.0,0.0,0.0
14507,Y,324720,0,702.0,6027598.0,10.0,0,0,78358.66,34.9,69.0,20,0,318896,448118.0,0.0,0.0
14508,N,469788,1,692.0,1262645.0,10.0,0,0,17676.84,25.2,71.0,13,2,206777,363308.0,2.0,0.0
14509,Y,32604,0,722.0,636177.0,4.0,0,0,16010.54,8.7,64.0,12,0,118636,154352.0,0.0,0.0
14510,Y,117722,0,689.0,997937.0,0.0,1,1,19875.52,12.0,4.0,11,0,0,0.0,0.0,0.0
14511,Y,99999999,0,746.0,1156416.0,6.0,1,0,22068.31,26.5,27.0,11,0,376105,957132.0,0.0,0.0
14512,Y,110176,0,743.0,728859.0,4.0,1,0,13490.0,28.9,72.0,24,0,110295,629156.0,0.0,0.0
14513,Y,130394,0,745.0,2064502.0,6.0,1,0,28386.95,16.8,21.0,13,0,571767,784432.0,0.0,0.0
14514,Y,99999999,0,735.0,1893920.0,9.0,2,5,30776.2,21.5,20.0,6,0,584934,734602.0,0.0,0.0
14515,N,655050,1,645.0,1414322.0,8.0,0,0,31114.97,12.8,45.0,14,0,461510,832370.0,0.0,0.0
14516,Y,198242,0,734.0,951140.0,0.0,0,0,22272.37,23.5,17.0,11,0,367403,743754.0,0.0,0.0
14517,Y,99999999,0,737.0,666140.0,9.0,0,0,3408.22,26.6,75.0,3,0,108129,176330.0,0.0,0.0
14518,N,216084,0,742.0,559854.0,3.0,1,0,5132.09,20.7,51.0,14,0,120745,328196.0,0.0,0.0
14519,Y,99999999,0,724.0,2188591.0,10.0,2,0,41948.01,30.5,23.0,18,0,1214917,2321374.0,0.0,0.0
14520,Y,144408,1,661.0,863474.0,10.0,0,2,10865.34,17.0,54.0,8,1,85082,222376.0,1.0,0.0
14521,N,179630,0,748.0,2811753.0,4.0,0,0,24368.64,18.0,10.0,10,0,71839,105578.0,0.0,0.0
14522,N,554906,1,7160.0,1711539.0,8.0,0,0,20681.12,23.5,40.0,13,0,519042,998316.0,0.0,0.0
14523,Y,323642,0,748.0,2049663.0,9.0,0,0,5141.21,21.9,46.0,7,0,170867,558888.0,0.0,0.0
14524,Y,221364,1,732.0,1242657.0,10.0,0,0,12840.77,13.2,59.0,15,0,164331,697004.0,0.0,0.0
14525,Y,443916,1,650.0,1782732.0,10.0,0,0,39814.31,12.6,56.0,16,1,456285,770154.0,1.0,0.0
14526,Y,440572,0,729.0,1293672.0,10.0,0,0,10996.25,33.5,1.0,12,0,119320,182754.0,0.0,0.0
14527,N,666886,1,624.0,1524408.0,4.0,0,0,13719.71,27.4,10.0,7,0,470782,792308.0,0.0,0.0
14528,Y,442332,0,707.0,1146042.0,6.0,2,0,19673.74,10.0,46.0,6,1,109649,168168.0,1.0,0.0
14529,Y,99999999,0,728.0,1830384.0,1.0,1,1,39963.46,23.0,39.0,10,0,205067,295702.0,0.0,0.0
14530,N,263164,0,743.0,2462096.0,6.0,1,0,9848.46,15.2,16.0,10,0,167770,285230.0,0.0,0.0
14531,Y,262504,1,701.0,1001262.0,10.0,0,2,17688.81,21.1,62.0,9,0,122854,222970.0,0.0,0.0
14532,Y,32186,0,648.0,741076.0,4.0,1,1,12166.08,6.8,38.0,7,0,25232,107404.0,0.0,0.0
14533,Y,156530,0,709.0,1408185.0,10.0,0,0,26520.77,10.0,42.0,10,0,91352,219428.0,0.0,0.0
14534,Y,767932,1,719.0,2273844.0,10.0,0,0,29180.96,17.9,30.0,8,0,265221,418946.0,0.0,0.0
14535,Y,430848,0,630.0,2790720.0,10.0,1,1,2279.05,24.5,36.0,4,0,549176,652872.0,0.0,0.0
14536,Y,99999999,1,660.0,1341951.0,5.0,0,0,23036.93,14.4,53.0,9,0,399133,528176.0,0.0,0.0
14537,Y,274758,0,721.0,713279.0,3.0,0,0,18664.27,14.7,78.0,13,0,418798,537614.0,0.0,0.0
14538,Y,787028,1,681.0,1941990.0,8.0,0,0,22171.1,16.0,38.0,16,0,928511,1503656.0,0.0,0.0
14539,N,219516,0,745.0,1421865.0,2.0,1,0,16114.47,12.6,17.0,11,0,103151,289894.0,0.0,0.0
14540,Y,51986,0,654.0,598576.0,1.0,2,12,9227.92,5.9,20.0,13,0,36765,348854.0,0.0,0.0
14541,Y,133540,0,723.0,672714.0,10.0,0,0,20685.87,21.4,61.0,11,0,258305,485540.0,0.0,0.0
14542,N,148258,0,742.0,1121532.0,0.0,1,0,22150.2,20.5,51.0,16,0,512392,896214.0,0.0,0.0
14543,Y,258104,1,723.0,1523249.0,10.0,0,0,15994.2,22.2,24.0,6,0,26391,195932.0,0.0,0.0
14544,N,497134,0,748.0,1717353.0,10.0,0,0,20035.88,25.2,52.0,7,0,57969,68486.0,0.0,0.0
14545,N,111364,0,737.0,2448454.0,10.0,2,2,27953.18,29.5,20.0,8,0,288268,395956.0,0.0,0.0
14546,Y,405152,0,702.0,1088586.0,7.0,2,0,16419.42,22.4,9.0,14,0,194446,281446.0,0.0,0.0
14547,Y,321024,0,711.0,1078155.0,7.0,1,0,15723.07,16.7,38.0,8,0,310308,526086.0,0.0,0.0
14548,Y,176220,0,743.0,1407691.0,10.0,0,0,25455.82,20.0,20.0,20,0,374908,760232.0,0.0,0.0
14549,N,624800,1,7120.0,1541736.0,10.0,0,2,16573.7,17.9,39.0,8,0,295507,408320.0,0.0,0.0
14550,N,260304,1,731.0,1461252.0,7.0,0,0,14003.76,14.6,81.0,12,0,157643,766964.0,0.0,0.0
14551,N,170126,0,717.0,1421865.0,7.0,1,0,14811.07,37.6,5.0,9,0,72314,107602.0,0.0,0.0
14552,Y,241406,0,713.0,619856.0,0.0,1,0,17149.21,11.7,72.0,13,0,210178,319792.0,0.0,0.0
14553,Y,120912,0,728.0,740487.0,2.0,1,0,18203.52,14.8,14.0,9,0,100548,175868.0,0.0,0.0
14554,Y,674322,0,725.0,1766525.0,10.0,2,2,4151.31,17.1,79.0,12,0,77216,1277364.0,0.0,0.0
14555,Y,551804,0,697.0,1563757.0,2.0,0,0,28929.59,38.0,23.0,15,0,297996,431860.0,0.0,0.0
14556,Y,167904,0,741.0,2472679.0,2.0,1,0,14176.66,25.9,45.0,15,1,240540,510114.0,1.0,0.0
14557,Y,311784,0,712.0,1154022.0,2.0,1,0,21253.21,22.7,40.0,12,0,272726,538912.0,0.0,0.0
14558,N,405350,1,707.0,875178.0,10.0,0,0,12179.57,31.2,7.0,19,1,352906,686774.0,0.0,0.0
14559,Y,194722,0,708.0,568461.0,4.0,1,0,9711.28,10.4,53.0,8,0,93860,265694.0,0.0,0.0
14560,Y,315568,1,721.0,1012301.0,7.0,0,2,14003.57,11.0,76.0,7,0,39330,218922.0,0.0,0.0
14561,Y,112200,0,736.0,1652563.0,10.0,1,7,20285.16,31.4,23.0,6,0,34941,134860.0,0.0,0.0
14562,Y,99999999,0,746.0,2480374.0,10.0,2,0,32244.9,27.1,54.0,13,0,393509,795168.0,0.0,0.0
14563,Y,156288,0,716.0,1117656.0,0.0,1,0,12852.93,15.8,32.0,5,0,408006,620796.0,0.0,0.0
14564,Y,334928,0,724.0,1928310.0,1.0,2,0,15008.67,9.0,32.0,9,0,132126,796840.0,0.0,0.0
14565,Y,99999999,0,730.0,1998097.0,3.0,2,0,16367.74,25.3,10.0,19,0,716566,1314896.0,0.0,0.0
14566,Y,99999999,1,721.0,850706.0,4.0,2,0,11271.94,22.5,19.0,11,1,66956,553762.0,1.0,0.0
14567,Y,99999999,0,741.0,1916587.0,8.0,1,0,14214.85,32.2,15.0,10,1,232617,415008.0,1.0,0.0
14568,Y,99999999,0,723.0,942609.0,4.0,1,1,9504.56,4.7,27.0,8,0,48944,197494.0,0.0,0.0
14569,Y,535546,1,663.0,1599553.0,8.0,1,0,41988.29,19.2,14.0,8,0,622440,872542.0,0.0,0.0
14570,N,516912,0,7440.0,2232120.0,9.0,2,0,17224.45,10.0,9.0,22,0,308237,715242.0,0.0,0.0
14571,Y,99999999,1,717.0,2037750.0,3.0,0,0,13720.85,21.7,11.0,9,0,229938,315436.0,0.0,0.0
14572,N,198880,0,711.0,1430567.0,10.0,0,1,15617.05,17.0,4.0,10,1,89471,341880.0,1.0,0.0
14573,N,179894,0,738.0,446652.0,0.0,0,0,971.66,17.0,53.0,11,0,10773,297132.0,0.0,0.0
14574,N,267850,1,6910.0,2004842.0,10.0,0,0,13098.41,19.1,2.0,11,0,512867,1089660.0,0.0,0.0
14575,Y,108812,0,721.0,1127688.0,4.0,0,0,6578.18,10.3,56.0,6,0,304304,522016.0,0.0,0.0
14576,Y,109538,0,736.0,543799.0,1.0,1,0,7522.67,14.8,55.0,5,1,82593,142318.0,0.0,0.0
14577,Y,99999999,0,738.0,1938000.0,10.0,0,0,44897.0,27.1,36.0,15,0,423624,1401466.0,0.0,0.0
14578,Y,92796,0,714.0,476235.0,2.0,1,6,9127.79,9.2,22.0,5,0,22952,136994.0,0.0,0.0
14579,N,446072,0,7280.0,770488.0,10.0,1,0,15795.08,15.3,68.0,4,0,14611,22308.0,0.0,0.0
14580,N,281380,1,690.0,956745.0,7.0,1,0,15228.12,30.0,1.0,21,0,425923,769384.0,0.0,0.0
14581,Y,657822,0,741.0,1817977.0,1.0,1,0,21967.23,7.4,32.0,12,0,233928,677182.0,0.0,0.0
14582,N,631400,0,726.0,2414900.0,4.0,0,0,27771.35,17.8,55.0,26,1,181279,356356.0,0.0,1.0
14583,Y,292666,0,704.0,705812.0,7.0,1,0,13528.19,20.4,41.0,6,1,39919,150084.0,1.0,0.0
14584,Y,264836,1,725.0,1906080.0,5.0,0,0,28273.52,15.6,80.0,18,0,268147,874610.0,0.0,0.0
14585,Y,352572,0,717.0,742178.0,2.0,0,0,5387.07,14.2,21.0,10,0,207347,413952.0,0.0,0.0
14586,Y,65758,0,748.0,1462316.0,4.0,2,1,19375.63,18.5,72.0,14,0,305064,521774.0,0.0,0.0
14587,Y,175736,0,744.0,682974.0,0.0,1,0,9106.32,16.6,40.0,6,0,127528,235136.0,0.0,0.0
14588,Y,134816,0,703.0,1164282.0,6.0,0,0,12807.14,15.8,15.0,5,0,75639,199980.0,0.0,0.0
14589,Y,129228,0,678.0,1078858.0,6.0,1,1,21936.64,28.0,10.0,8,0,177612,260678.0,0.0,0.0
14590,Y,99999999,1,721.0,1436134.0,10.0,0,0,16754.96,22.0,47.0,10,2,161690,306944.0,0.0,0.0
14591,Y,108988,0,719.0,470630.0,1.0,1,0,6079.05,28.2,34.0,13,0,207176,555302.0,0.0,0.0
14592,Y,268444,0,725.0,772768.0,10.0,0,0,2839.93,14.2,24.0,5,0,94696,226094.0,0.0,0.0
14593,Y,330638,0,675.0,1747392.0,10.0,1,0,20677.51,16.7,51.0,12,0,218082,251262.0,0.0,0.0
14594,Y,245432,1,690.0,1040934.0,5.0,0,1,33656.41,14.9,44.0,24,0,143203,486288.0,0.0,0.0
14595,N,128942,0,739.0,928055.0,10.0,2,2,19643.72,40.1,44.0,14,0,179417,552486.0,0.0,0.0
14596,Y,188716,0,683.0,479370.0,4.0,1,0,10785.92,13.2,48.0,17,0,233833,851444.0,0.0,0.0
14597,Y,99999999,0,714.0,1089422.0,3.0,0,0,8152.71,11.7,22.0,10,0,49761,281072.0,0.0,0.0
14598,Y,311828,0,704.0,2135144.0,10.0,1,0,2330.92,15.7,10.0,17,0,92055,193820.0,0.0,0.0
14599,Y,534380,0,722.0,1066527.0,10.0,0,0,30396.01,31.5,75.0,10,0,477888,678106.0,0.0,0.0
14600,Y,171600,0,717.0,1296750.0,10.0,2,0,20315.75,22.4,23.0,8,0,192755,439340.0,0.0,0.0
14601,Y,274604,0,715.0,1081214.0,2.0,1,0,13064.59,16.3,39.0,5,1,34694,64812.0,1.0,0.0
14602,Y,99999999,0,722.0,850212.0,4.0,1,0,10344.17,12.2,31.0,6,0,144153,441584.0,0.0,0.0
14603,Y,662090,0,701.0,1172927.0,10.0,0,0,22774.35,21.9,47.0,9,0,142196,319682.0,0.0,0.0
14604,Y,180334,0,747.0,1479530.0,10.0,0,0,31932.92,18.6,19.0,17,0,134710,261272.0,0.0,0.0
14605,Y,199936,0,740.0,805828.0,9.0,0,0,13564.67,20.5,38.0,8,0,250933,657360.0,0.0,0.0
14606,Y,99999999,0,737.0,2099804.0,2.0,0,0,52495.29,18.0,63.0,18,0,672201,1541232.0,0.0,0.0
14607,N,265210,1,689.0,830300.0,6.0,0,0,11762.52,10.3,62.0,12,0,79097,320254.0,0.0,0.0
14608,Y,346258,0,699.0,1289625.0,4.0,0,0,9983.93,14.1,32.0,8,0,415245,610148.0,0.0,0.0
14609,Y,160116,0,749.0,1536416.0,2.0,0,0,5799.94,20.5,59.0,5,0,193591,560384.0,0.0,0.0
14610,N,336666,1,731.0,1046729.0,2.0,1,0,19800.47,23.4,62.0,14,0,386004,1170048.0,0.0,0.0
14611,Y,612744,0,674.0,1058376.0,0.0,0,1,11554.09,10.1,20.0,12,0,14098,333300.0,0.0,0.0
14612,Y,672606,1,725.0,1742661.0,10.0,1,0,44583.12,28.1,14.0,16,0,516382,677160.0,0.0,0.0
14613,Y,565510,0,669.0,1240966.0,10.0,0,2,29783.07,19.7,36.0,8,0,276583,468204.0,0.0,0.0
14614,Y,158576,0,739.0,798874.0,5.0,0,0,4999.66,11.8,28.0,8,0,91105,217976.0,0.0,0.0
14615,N,673068,0,734.0,2711110.0,10.0,0,0,43377.57,35.4,46.0,12,0,806151,1296460.0,0.0,0.0
14616,Y,99999999,0,715.0,1320424.0,10.0,0,1,30369.79,31.2,35.0,10,0,228722,343948.0,0.0,0.0
14617,Y,99999999,0,748.0,1879670.0,1.0,0,0,8724.8,12.0,25.0,6,0,222604,650892.0,0.0,0.0
14618,N,629464,1,6750.0,1360229.0,10.0,1,0,600.78,21.3,22.0,7,0,39254,331826.0,0.0,0.0
14619,Y,441628,1,712.0,1716327.0,1.0,0,0,15303.93,16.5,3.0,9,0,368904,633732.0,0.0,0.0
14620,Y,568942,1,725.0,1093982.0,1.0,0,0,15498.11,19.1,16.0,24,0,296438,1442166.0,0.0,0.0
14621,N,433136,0,694.0,1926467.0,10.0,0,12,41579.6,16.2,19.0,15,0,114342,416306.0,0.0,0.0
